http://img.alicdn.com/img/i1/31703846/O1CN015wVKJN1eHWJEAn8F7_!!4611686018427380518-0-saturn_solar.jpg_460x460q90.jpg_.webp,政府补贴至高500元OPPO Reno13 超美小直屏 AI高清实况照片 学生拍照,2358.72,6万+人付款,6万+人付款,全部(7000+),7000,5.0
http://img.alicdn.com/img/i1/31703846/O1CN015wVKJN1eHWJEAn8F7_!!4611686018427380518-0-saturn_solar.jpg_460x460q90.jpg_.webp,政府补贴至高500元OPPO Reno13 超美小直屏 AI高清实况照片 学生拍照,2358.72,6万+人付款,6万+人付款,全部(7000+),7000,5.0
https://ilce.alicdn.com/minolta/483209/3/0627a6e862bb105e792bdde97de34cd0.jpg_800x800.jpg?channel=4&content=%7B%2211%22%3A%7B%22url%22%3A%22https%3A%2F%2Fimg.alicdn.com%2Fimgextra%2Fi2%2F1711695481%2FO1CN01b5ZCK31qMLsBmw78h_%21%211711695481-0-alimamacc.jpg%22%2C%22filters%22%3A%5B%7B%22type%22%3A%22copy%22%2C%22attrs%22%3A%7B%22src_rect%22%3A%5B81%2C331%2C661%2C661%5D%2C%22dst_rect%22%3A%5B0%2C0%2C513%2C513%5D%7D%7D%5D%7D%7D&getAvatar=avatar_460x460q90.jpg_.webp,2025新上市果16Pro max旗舰5G全网通学生Phone官方智能手机正品华,other,658.72,100,向前数码砖营店,0,0,3
https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2226474156/O1CN01ivVTfL1gZV5XGvgy3_!!4611686018427382956-0-item_pic.jpg_460x460q90.jpg_.webp,顺丰速发/分期免息 Huawei/华为nova11SE 一亿像素66W快充学生老人手机自拍智能华为官方旗舰店官网正品,华为,1288.00,77,蓝泊尔数码专营店,全部(8),8,5.0
https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2207675478714/O1CN01woCqed2EF4M7yPlLs_!!2207675478714.jpg_460x460q90.jpg_.webp,16GB+1024GB官方正品2025新款全网通5G智能手机电竞游戏学生备用,other,188.00,4,民生数码科技,0,0,3
http://img.alicdn.com/img/i2/881090092/O1CN01A4MjML1CYBTkdRakk_!!4611686018427387436-2-saturn_solar.png_460x460q90.jpg_.webp,vivo Y300i新品长续航大内存大音量抗摔护眼直屏学生手机官网正品,vivo,1499.00,5,vivo手机官方旗舰店,0,0,5.0
https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/1114511827/O1CN01j0rSJX1PMoePykqp2_!!4611686018427386323-0-item_pic.jpg_460x460q90.jpg_.webp,【政府补贴15%】HONOR/荣耀X60i  5G智能手机直屏防水抗跌高品质高亮OLED护眼大屏官方旗舰店官网X50i学生,华为,1149.00,10000,荣耀官方旗舰店,全部(1000+),1000,5.0
无,政府补贴15%叠加优惠380起联想moto S50 Neo纤薄高清双曲屏老人学生手,other,1169.02,5000,moto摩托罗拉旗舰店,0,0,3
无,HONOR/荣耀300 Pro手机荣耀绿洲护眼屏单反级雅人像百亿补贴正品,华为,2419.00,2000,百亿补贴官方精选,全部(200+),200,3
无,当天发!新品 HUAWEI/华为nova13 100W快充前置6000万4K超广角鸿蒙华为,华为,2449.00,800,创宇嘉汇数码专营店,0,0,3
无,【百亿补贴】vivo Y200GT新品手机5G轻薄6000毫安时长续航80W闪充第三代骁龙7大内存144Hz护眼屏,vivo,1241.00,20000,vivo手机官方旗舰店,全部(2000+),2000,5.0
无,【6期免息】Huawei/华为畅享70X华为新款手机数码手机正品官方旗舰店智能手机老人机,华为,1899.00,1000,华为手机专卖店,0,0,3
无,【政府补贴至高15%】Redmi Note 13 Pro手机小米红米2亿像素拍照智能正品新款手机红米备用note13pro,小米,1073.02,200000,小米官方旗舰店,全部(50000+),50000,5.0
无,【新品上市】OPPO A3i Plus 5G手机全新耐用战神 超硬核抗摔耐磨 满级生活防水政府补贴手机oppo官方旗舰店,oppo,1299.00,2000,OPPO官方旗舰店,全部(200+),200,5.0
无,5G新品/当天发！Hi 畅享70 新款5G鸿蒙5000mAh长续航学生老年人华为智选手机官方旗舰店官网正品pro x s,华为,899.00,40,宏达鑫辉数码专营店,全部(11),11,4.0
无,【政府补贴15%】HONOR/荣耀300 5G手机超薄小直屏单反级双防抖主摄100W超级快充荣耀绿洲护眼屏官方旗舰店200,华为,2099.00,20000,荣耀官方旗舰店,0,0,3
无,【政府补贴15%】HONOR/荣耀90 GT 5G智能直屏手机第二代骁龙8旗舰芯片官方旗舰店官网正品学生游戏商务智能,华为,1899.00,100000,荣耀官方旗舰店,全部(10000+),10000,5.0
http://img.alicdn.com/img/i3/2380534912/O1CN01TWFk9L1m9kUbxRL9G_!!2380534912-0-alimamacc.jpg_460x460q90.jpg_.webp,政府补贴15%叠加优惠380起联想moto S50 Neo纤薄高清双曲屏老人学生手,other,1169.02,5000,moto摩托罗拉旗舰店,全部(900+),900,5.0
https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/1114511827/O1CN01oDxhIB1PMoeOWq4VF_!!4611686018427386323-2-item_pic.png_460x460q90.jpg_.webp,【政府补贴15%】HONOR/荣耀90 GT 5G智能直屏手机第二代骁龙8旗舰芯片官方旗舰店官网正品学生游戏商务智能,华为,1899.00,100000,荣耀官方旗舰店,全部(10000+),10000,5.0
https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/1114511827/O1CN01RKDyZ51PMoeQq9h4W_!!4611686018427386323-0-item_pic.jpg_460x460q90.jpg_.webp,【政府补贴15%】HONOR/荣耀X60 5G智能手机十面抗摔防水耐磨5800mAh大电池轻薄直屏一亿像素AI影像官方旗舰店,华为,1149.00,80000,荣耀官方旗舰店,全部(7000+),7000,5.0
http://img.alicdn.com/img/i1/14867192/O1CN01Bg8p7j22zzXGINnOD_!!4611686018427386616-0-saturn_solar.jpg_460x460q90.jpg_.webp,【政府补贴15%】HONOR/荣耀X50 5G智能手机大电池官方旗舰店官网正品荣耀手机老人学生备用千元机荣耀,华为,1269.00,13,能良数码官方旗舰店,全部(1),1,4.0
https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2217587502021/O1CN01Lz871R1QnfTXYq38j_!!4611686018427382725-2-item_pic.png_460x460q90.jpg_.webp,【新品上市】OPPO A3i 超硬核抗摔架构学生智能拍照手机百亿补贴,oppo,747.00,400,百亿补贴官方精选,全部(27),27,3
http://img.alicdn.com/img/i1/6204464555/O1CN01kHZ4E01jWF6linv6x_!!4611686018427387307-0-saturn_solar.jpg_460x460q90.jpg_.webp,【6期免息】Huawei/华为畅享70X华为新款手机数码手机正品官方旗舰店智能手机老人机,华为,1899.00,1000,华为手机专卖店,全部(200+),200,5.0
https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1114511827/O1CN01hujt921PMoeQaHkFY_!!4611686018427386323-2-item_pic.png_460x460q90.jpg_.webp,【政府补贴15%】HONOR/荣耀300 5G手机超薄小直屏单反级双防抖主摄100W超级快充荣耀绿洲护眼屏官方旗舰店200,华为,2099.00,20000,荣耀官方旗舰店,全部(2000+),2000,5.0
https://img.alicdn.com/imgextra/i3/2226474156/O1CN01QMSSez1gZV5Ias3B0_!!2226474156-0-alimamacc.jpg_460x460q90.jpg_.webp,HUAWEI/华为 畅享60S 鸿蒙千元内5G手机,华为,799.00,47,蓝泊尔数码专营店,全部(13),13,5.0
https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/1114511827/O1CN01fbx3hP1PMoePkKQnW_!!4611686018427386323-2-item_pic.png_460x460q90.jpg_.webp,【政府补贴15%】HONOR/荣耀X60 Pro 5G智能手机6600mAh青海湖电池绿洲护眼屏AI 抗摔防水 拍照智能官方旗舰店,华为,1449.00,40000,荣耀官方旗舰店,全部,,5.0
http://img.alicdn.com/img/i3/14867192/O1CN01MilMfn22zzXe3XWSE_!!4611686018427386616-0-saturn_solar.jpg_460x460q90.jpg_.webp,国补【政府补贴15%】Redmi Note 14 Pro+手机红米note手机小米手机官方旗舰店官网新品正品note14pro+,小米,1749.00,2,能良数码官方旗舰店,0,0,3
无,【新品上市】OPPO A3i Plus 5G手机全新耐用战神 超硬核抗摔耐磨 满级生活防水政府补贴手机oppo官方旗舰店,oppo,1299.00,2000,OPPO官方旗舰店,全部(200+),200,5.0
无,【政府补贴至高15%】Redmi Note 13 Pro手机小米红米2亿像素拍照智能正品新款手机红米备用note13pro,小米,1073.02,200000,小米官方旗舰店,全部(50000+),50000,5.0
无,5G新品/当天发！Hi 畅享70 新款5G鸿蒙5000mAh长续航学生老年人华为智选手机官方旗舰店官网正品pro x s,华为,899.00,40,宏达鑫辉数码专营店,全部(11),11,4.0
无,【政府补贴至高15%】Redmi Note 14 Pro手机红米note小米手机小米官方旗舰店官网新品小米note14pro,小米,1271.02,100000,小米官方旗舰店,全部(20000+),20000,5.0
无,【政府补贴15%】Apple/苹果 iPhone 16 手机,other,5199.00,1000,苏宁易购官方旗舰店,全部(100+),100,4.5
无,【政府补贴至高15% | 3期免息】Meizu魅族Lucky08幸运手机新品官方旗舰店高通骁龙1.5K旗舰智能AI学生拍照,other,1299.00,3000,魅族官方旗舰店,0,0,3
无,【政府补贴手机】OPPO一加 Ace 5 新品学生游戏性能手机第三代骁龙 8 一加官方旗舰店官网正品AI智能5g手机,oppo,2299.00,50000,一加官方旗舰店,全部(5000+),5000,5.0
无,【国补立省15%】vivo iQOO Z9 Turbo长续航版新品骁龙学生大电池国补手机专区入口iQOO官方旗舰店,vivo,1761.02,6000,iQOO手机官方旗舰店,全部(500+),500,5.0
无,【政府补贴15%】HONOR/荣耀GT 5G智能手机幻影引擎第三代骁龙8旗舰芯片NFC官网官方旗舰游戏学生,华为,2199.00,3000,荣耀官方旗舰店,全部(400+),400,5.0
无,【政府补贴15%】HONOR/荣耀GT 5G智能手机幻影引擎第三代骁龙8旗舰芯片NFC官网官方旗舰点游戏学生拍照手机,华为,2199.00,10000,荣耀官方旗舰店,0,0,3
无,【百亿补贴】vivo Y200GT新品手机5G轻薄6000毫安时长续航80W闪充第三代骁龙7大内存144Hz护眼屏,vivo,1241.00,20000,vivo手机官方旗舰店,全部(2000+),2000,5.0
无,【官方正品】曲面屏手机16GB+512GB大内存智能5G全网通八核7.2英寸大屏,other,538.00,6,嘉橙数码专营店,全部(2),2,4.5
无,【政府补贴500元丨顺丰速发】Apple/苹果 iPhone 16 新款5G手机原封国行官方官网正品旗舰店优惠直降,other,5199.00,6000,壹品良机旗舰店,全部(500+),500,5.0
无,HONOR/荣耀300 Pro手机荣耀绿洲护眼屏单反级雅人像百亿补贴正品,华为,2419.00,2000,百亿补贴官方精选,全部(200+),200,3
无,【政府补贴立省500元】Apple/苹果 iPhone 15 国行正品全新未拆封全网通智能苹果手机,other,4398.00,2000,百亿补贴品牌优选,全部(75),75,3
无,【政府补贴15%】HONOR/荣耀GT 新款5G智能手机第三代骁龙8芯片AI魔法修图官网正品手机国补,华为,2129.00,900,喵速达电器官方旗舰店,全部(100+),100,5.0
无,【国补立省15%|现货赠蓝牙耳机】realme/真我Neo7学生智能AI电竞潮流游戏防水新款手机大电池正品官方旗舰店,other,2058.72,10000,realme官方旗舰店,全部(5000+),5000,5.0
无,【国家补贴至高立省15%】vivo S20智能5G柔光人像拍照轻薄长续航大电池学生直屏手机官方旗舰店正品,vivo,1999.00,100,vivo手机官方旗舰店,全部(7000+),7000,5.0
无,Samsung/三星 Galaxy S23 Ultra SM-S9180全网通5G手机S24Ultra,other,3728.00,100,优品数码正品店,0,0,3
无,16GB+1024GB官方正品2025新款全网通5G智能手机电竞游戏学生备用,other,188.00,29,民生数码科技,0,0,3
无,5G新品/当天发！Hi 畅享70Pro 5G鸿蒙2024年新款智能AI学生老年华为智选手机官方旗舰正品店官网 70X/70S,华为,1299.00,39,宏达鑫辉数码专营店,0,0,3
无,【政府补贴至高15%】小米15手机新品新款上市小米徕卡联合研发小米官方旗舰店官网高通骁龙8至尊版国补手机,小米,4438.72,90000,小米官方旗舰店,全部(8000+),8000,5.0
无,OPPO K12 Plus 游戏学生备用机骁龙5g新款手机超耐久大电池OPPO官方旗舰店官网正品政府补贴oppoAI智能手机,oppo,1379.00,10000,OPPO官方旗舰店,全部(1000+),1000,5.0
无,【国家补贴15%】华为nova 13前置6000万超广角人像AI修图北斗卫星图片消息华为官方旗舰店鸿蒙直面屏学生手机,华为,2549.00,100,华为官方旗舰店,全部(10000+),10000,5.0
无,当天发!送好礼 HONOR/荣耀畅玩60 Plus 12+512GB全网通5G手机官方旗舰,华为,1099.00,1000,创宇嘉汇数码专营店,全部(100+),100,4.0
无,16GB+1024GB官方正品2025新款全网通5G智能手机电竞游戏学生备用,other,188.00,69,民生数码科技,0,0,3
无,【国补立省15%】vivo iQOO Z9新款骁龙大内存大电池5G手机iQOO官方旗舰店官网正品送礼国家补贴手机,vivo,1291.62,40000,iQOO手机官方旗舰店,全部(4000+),4000,5.0
无,【新品上市】OPPO Find X8 5G手机无影抓拍超轻薄直屏潮汐引擎天玑9400 AI一键问屏政府补贴oppo官方旗舰店,oppo,3979.00,50000,OPPO官方旗舰店,全部(9000+),9000,5.0
无,【政府补贴15%】HONOR/荣耀X60i  5G智能手机直屏防水抗跌高品质高亮OLED护眼大屏官方旗舰店官网X50i学生,华为,1149.00,10000,荣耀官方旗舰店,全部(1000+),1000,5.0
无,当天发!送好礼 小米Note13Pro 16+512GB手机2亿像素红米note13pro 13r,小米,799.00,2000,创宇嘉汇数码专营店,全部(200+),200,4.0
无,【下拉领政府补贴15%】REDMI K80红米k80手机官方旗舰店游戏拍照学生国补智能手机小米手机红米手机redmik80,小米,2458.72,100000,小米官方旗舰店,全部(20000+),20000,5.0
无,【立即抢购】Redmi Note 13 Pro 2亿像素小米红米note13pro小米官方旗舰店手机旗舰智能机,小米,1075.02,10000,小米官方旗舰店,全部(1000+),1000,5.0
无,HONOR/荣耀X60 Pro 智能手机绿洲护眼屏防水耐磨百亿补贴官方正品,华为,1449.00,10000,百亿补贴官方精选,0,0,3
无,顺丰包邮/分期免息 Redmi Note 14 12+256G大内存新款5G小米红米手机官方旗舰正品店老人学生手机红米note14R,小米,628.00,19,蓝泊尔数码专营店,0,0,3
无,HONOR/荣耀90 GT 5G智能 直屏 手机第二代骁龙8旗舰芯片官方旗舰店官网正品学生游戏电竞护眼拍照智能手机,华为,1649.00,5000,百亿补贴品牌优选,0,0,3
http://img.alicdn.com/img/i3/2380534912/O1CN01TWFk9L1m9kUbxRL9G_!!2380534912-0-alimamacc.jpg_580x580q90.jpg_.webp,政府补贴15%叠加优惠380起联想moto S50 Neo纤薄高清双曲屏老人学生手,other,1169.02,5000,moto摩托罗拉旗舰店,0,0,3
https://gw.alicdn.com/imgextra/O1CN01oOgrUg2FLJN1Dbi04_!!2213856588863-0-picasso.jpg_580x580q90.jpg_.webp,【政府补贴15%】HONOR/荣耀GT 新款5G智能手机第三代骁龙8芯片AI魔法修图官网正品手机国补,华为,2129.00,900,喵速达电器官方旗舰店,0,0,3
https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2200766936524/O1CN01bileD91y42yOc4INi_!!4611686018427385292-0-item_pic.jpg_580x580q90.jpg_.webp,【国补立省15%|6期免息】Realme真我Neo7x手机学生5G智能AI电竞游戏防水新款护眼直屏大电池正品官方旗舰店,other,1299.00,50000,realme官方旗舰店,全部(49),49,5.0
http://img.alicdn.com/img/i1/6204464555/O1CN01V5SjC41jWF6kiwewK_!!4611686018427387307-2-saturn_solar.png_580x580q90.jpg_.webp,【6期免息】Huawei/华为畅享70X华为新款手机数码手机正品官方旗舰店智能手机老人机,华为,1899.00,1000,华为手机专卖店,全部(200+),200,5.0
https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2200766936524/O1CN01SvE0X61y42yQZWJof_!!4611686018427385292-0-item_pic.jpg_580x580q90.jpg_.webp,【国补立省15%|6期免息】realme真我Neo7SE学生5G智能AI电竞潮流游戏防水新款手机护眼大电池正品官方旗舰店,other,1799.00,50000,realme官方旗舰店,全部(200+),200,5.0
https://img.alicdn.com/imgextra/i3/2226474156/O1CN01QMSSez1gZV5Ias3B0_!!2226474156-0-alimamacc.jpg_580x580q90.jpg_.webp,HUAWEI/华为 畅享60S 鸿蒙千元内5G手机,华为,799.00,47,蓝泊尔数码专营店,0,0,3
https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2200766936524/O1CN01JtpzH81y42yPMxpSA_!!4611686018427385292-0-item_pic.jpg_580x580q90.jpg_.webp,【国补立省15%】realme/真我Neo7学生5G智能AI电竞潮流游戏防水新款手机护眼直屏大电池正品官方旗舰店,other,2058.72,800,realme官方旗舰店,全部(100+),100,5.0
http://img.alicdn.com/img/i2/14867192/O1CN01PRJCEn22zzXGaSCvo_!!4611686018427386616-0-saturn_solar.jpg_580x580q90.jpg_.webp,【政府补贴15%】HONOR/荣耀X50 5G智能手机大电池官方旗舰店官网正品荣耀手机老人学生备用千元机荣耀,华为,1269.00,13,能良数码官方旗舰店,0,0,3
https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/909410026/O1CN01OMkDAn1C3xHWDdUwF_!!0-item_pic.jpg_580x580q90.jpg_.webp,当天发!送好礼 小米Note13Pro 16+512GB手机2亿像素红米note13pro 13r拍照游戏5G旗舰小米官方旗舰官网正品店,小米,799.00,2000,创宇嘉汇数码专营店,全部(200+),200,4.0
http://img.alicdn.com/img/i1/14867192/O1CN01esUwDF22zzXcUIN7G_!!4611686018427386616-2-saturn_solar.png_580x580q90.jpg_.webp,国补【政府补贴15%】Redmi Note 14 Pro+手机红米note手机小米手机官方旗舰店官网新品正品note14pro+,小米,1749.00,2,能良数码官方旗舰店,0,0,3
https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/686947088/O1CN01pHX0ko22EMLVp0rdv_!!4611686018427386640-0-item_pic.jpg_580x580q90.jpg_.webp,【政府补贴500元丨顺丰速发】Apple/苹果 iPhone 15 全网通5G智能手机 网官方正品旗舰店国行优惠直降价国补,other,4599.00,1000,壹品良机旗舰店,全部(200+),200,5.0
https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2200766936524/O1CN01zFRChQ1y42yRXhwVb_!!4611686018427385292-0-item_pic.jpg_580x580q90.jpg_.webp,【国家补贴15%|直降200元】realme真我GT7 Pro竞速版骁龙至尊芯学生电竞智能游戏数码手机官方旗舰正品新款,other,3199.00,1000,realme官方旗舰店,0,0,3
无,5G新品/当天发！Hi 畅享70 新款5G鸿蒙5000mAh长续航学生老年人华为智选手机官方旗舰店官网正品pro x s,华为,899.00,40,宏达鑫辉数码专营店,0,0,3
无,Sony/索尼 XQ-BQ72 X5III 马克兔3代 骁龙888手机 120HZ 三网电信,other,399.00,1000,锋星优品,0,0,3
无,【国补立省15%|直播间赠T01耳机】realme真我GT6官方正品旗舰新款ai电竞商务智能性价比高游戏5g全网通手机,other,2158.72,10000,realme官方旗舰店,0,0,3
无,16GB+1024GB官方正品2025新款全网通5G智能手机电竞游戏学生备用,other,188.00,40,民生数码科技,0,0,3
无,【政府补贴手机】OPPO一加 Ace 5 新品学生游戏性能手机第三代骁龙 8 一加官方旗舰店官网正品AI智能5g手机,oppo,2299.00,50000,一加官方旗舰店,全部(5000+),5000,5.0
无,【国家补贴至高立省15%】vivo Y200t手机5G轻薄6000毫安时44W闪充大内存120Hz金刚护眼屏48个月流畅,vivo,949.00,70000,vivo手机官方旗舰店,全部(10000+),10000,5.0
无,Sony/索尼 Xperia5IV 四代 骁龙8 Gen1 三网通用 120HZ 原装手机,other,908.00,100,锋星优品,0,0,3
无,【5G百元机优选】努比亚小牛5G拍照手机大电池一亿像素5000mAh智能语音学生游戏手机官网官旗努比亚小牛,other,832.02,2000,努比亚官方旗舰店,0,0,3
无,OPPO K12x 拍照智能手机80W超级闪充新款电竞游戏oppo官方旗舰店政府补贴正品学生备用机老人机oppo k12x,oppo,899.00,30000,OPPO官方旗舰店,0,0,3
无,【官方正品】曲面屏手机16GB+512GB大内存智能5G全网通八核7.2英寸大屏,other,538.00,6,嘉橙数码专营店,0,0,3
无,【国补立省15%】vivo iQOO Z9新款骁龙大内存大电池5G手机iQOO官方旗舰店官网正品送礼国家补贴手机,vivo,1271.62,20000,iQOO手机官方旗舰店,全部(1000+),1000,5.0
无,16GB+1024GB官方正品2025新款全网通5G智能手机电竞游戏学生备用,other,188.00,33,华天数码科技,0,0,3
无,【下拉领国家补贴15%】vivo iQOO Neo10手机官方旗舰店官网学生拍照游戏电竞智能手机iq neo10新款,vivo,2258.72,100,iQOO手机官方旗舰店,全部(10000+),10000,5.0
无,5G新品/当天发！Hi 畅享70Pro 5G鸿蒙2024年新款智能AI学生老年华为智选手机官方旗舰正品店官网 70X/70S,华为,1299.00,39,宏达鑫辉数码专营店,0,0,3
无,【国家补贴15%】华为畅享 70X 新品手机巨鲸长续航 双曲护眼屏 五星超耐摔 华为官方旗舰店鸿蒙曲面屏手机,华为,1749.00,30000,华为官方旗舰店,全部(3000+),3000,5.0
无,【直播购机更优惠 支持国补】Redmi K70至尊版红米手机小米手机小米官方旗舰店新品上市红米k70至尊版学生,小米,2708.72,100000,小米官方旗舰店,全部(20000+),20000,5.0
无,【国家补贴立省15%】vivo iQOO Neo10 Pro智能手机官方旗舰店学生游戏电竞手机正品,vivo,2858.72,100,iQOO手机官方旗舰店,全部(1000+),1000,5.0
无,【享12期免息 赠两年全面保】红魔9S Pro/Pro+骁龙8GEN3领先版165W第六代全面屏全功能NFC魔方AI5G电竞手机,other,3558.72,2000,百亿补贴品牌优选,全部(500+),500,3
无,2025新款 果16 Pro max大屏千元全网通游戏phone智能5G手机正品华,other,658.72,300,东升数码砖营店,0,0,3
无,【立即抢购】Redmi 14C手机新品上市智能官方旗舰店红米小米大音老年备用机老人百元机14c,小米,494.01,100000,小米官方旗舰店,全部(7000+),7000,5.0
无,16GB+1024GB官方正品2025新款全网通5G智能手机电竞游戏学生备用,other,188.00,21,华天数码科技,0,0,3
无,Samsung/三星 Galaxy S23 SM-S9110 国行双卡直屏Ultra全网通S23+,other,2500.00,2000,盼盼数码科技,0,0,3
无,2025新款Mat 60 Pro曲屏50全网通5G手机Pur 70 Pro+千元机正品华,other,758.72,85,东升数码砖营店,0,0,3
无,工厂直销新款正品16G+512G智能手机高清屏双卡全网通5G便宜学生价,other,188.00,62,龙玲数码科技,0,0,3
无,【政府补贴15%】HONOR/荣耀Play 9T 智能手机长续航超抗摔高品质官方旗舰店官网正品play 8T商务学生老人机,华为,849.00,30000,荣耀官方旗舰店,全部(3000+),3000,5.0
无,MIUI/小米RedmiK60正品15Pro智能手机5G官方旗舰Note14全网通双卡,小米,688.00,55,5G飞扬数码小店,0,0,3
无,【政府补贴15%】 一加 Ace 5 第三代骁龙 8   120Hz 电竞护眼直屏 新品游戏手机5g全网通手机,一加,2299.00,2000,喵速达电器官方旗舰店,全部(200+),200,5.0
无,当天发!送豪华礼  新款X50GT 512GB旗舰5G曲面屏荣耀手机高端游戏拍照,华为,1588.00,200,源旺数码专营店,全部(33),33,4.0
无,新款工厂直销全新正品16G+512G智能手机6.8英寸双卡便宜全网通5G,other,188.00,59,可惜数码科技,0,0,3
无,Samsung/三星 Galaxy S23 SM-S9110未激活S23+S23Ultra国行5G手机,other,2459.72,500,糖糖数码商品店,0,0,3
无,【国补立省15%|直播间加赠T01】realme真我GT6官方正品旗舰新款ai电竞商务智能性价比高游戏5g全网通手机,other,2138.72,1000,realme官方旗舰店,全部(100+),100,5.0
无,Samsung/三星 Galaxy S24 Ultra SM-S9280 新款5G手机S25Ultra,other,4968.00,81,优品数码正品店,0,0,3
无,【国家补贴至高立省15%】vivo Y300 Pro 新品大电池80W闪充全等深微四曲屏大内存学生手机官网正品,vivo,1349.00,10000,vivo手机官方旗舰店,全部(2000+),2000,5.0
无,Samsung/三星 Galaxy A55 5G SM-A5560手机5G海外国际版全新正品,other,2139.00,100,澳门迅诚数码,0,0,3
无,Apple/苹果 iPhone 16 Pro,other,7999.00,100,Apple Store 官方旗舰店,0,0,3
无,【下拉领政府补贴15%】Redmi K70红米手机小米手机官方旗舰店红米k70小米k70高通骁龙8Gen2澎湃OS,小米,2599.00,300000,小米官方旗舰店,0,0,5.0
